review,sentiment
"but i guess that no matter what i or other critics say or write , most of you will see this film anyway , even if the tagline would say : "" some films are just born stupid "" .",negative
porter stoddard ( warren beatty ) is a successful architect married to successful fabric designer ellie ( diane keaton ) for twenty-five years .,negative
"they and best friends mona ( goldie hawn ) and griffin ( garry shandling ) are about to face marital crises in a film most well known for its torturous path to the screen , "" town and country . """,negative
""" town and country "" has a pedigree befitting it's title with an all star cast photographed by oscar nominated cinematographer william fraker and mouthing the words of screenwriter buck henry ( "" the graduate "" ) under the direction of peter chelsom ( "" funny bones "" ) .",negative
"after years of reports of budget overruns and reshoots and the racking up twelve different release dates , the media has been prepped for beatty's next "" ishtar . """,negative
"so , is it that bad ?",negative
the answer is no .,negative
but it's not very good either .,negative
"the major problem with "" town and country "" is that it's unstructured and random .",negative
"stoddard is immediately established as a philanderer , having just bedded a flaky cellist ( nastassja kinski ) .",negative
next scene finds him and ellie celebrating their anniversary in paris with mona and griffin .,negative
then mona spies griffin hustling a redhead into a motel and begins divorce proceedings ( buck henry cameos as both couples' divorce lawyer ) .,negative
"ellie thinks she's overeacting , but sends porter to support mona on a trip to check out her family's mississippi manse .",negative
"the two childhood friends end up in bed together , making us wonder why they'd never become a couple to begin with .",negative
"back home , their second coupling is interrupted by ellie bursting in to tell mona she thinks porter's cheating on her .",negative
"porter goes off on a trip with griffin to sun valley , idaho to have more comic misadventures with wacky women as griffin attempts to tell him that he's gay .",negative
"the four friends , along with every woman porter's dallied with , all end up back in new york city somewhat happily ever after .",negative
"although the film begins promisingly , resembling a woody allen take on new york city wasps , too many strands drift off into nowhere .",negative
"the stoddard household is huge , containing two adult children ( josh hartnett , "" the virgin suicides "" and tricia vessey , "" kiss the girls "" ) , their colorful bedmates and a maid who's just imported her shirtless boyfriend from the rainforest back home .",negative
"after an amusing early scene that has porter overhearing three bouts of lovemaking while in search of a nocturnal snack , the six supporting players are dropped except for an out-of-nowhere appearance by the formerly forgotten son .",negative
porter's romantic misadventures with women ( other than mona ) are equally mishandled .,negative
"once the marital discord begins , the film seems as if it was editted with a machete , stopping and starting , never regaining its rhythm .",negative
"while beatty gets off a few tart observations , his character is mostly passive and bemused .",negative
maybe we're suppositiveed to feel sympathy for an adulterer who doesn't initiate his own sex romps ?,negative
keaton's ellie has a trusting nature that's a result of her own self involvement resulting in an unlikeable character .,negative
"hawn smartly recycles her mature sex kitten wives of "" the out of towners "" and "" the first wives' club "" while shandling's relegated to true second banana status .",negative
kinski is bland and unmotivated .,negative
"andie macdowell takes a weirdly unappealing role and does what she can with the screenplay's most bizarre subplot , which finds charlton heston as her rifle toting , billionaire daddy and marian seldes as her alcoholic , wheelchair-bound , foul-mouthed mother .",negative
"heston and seldes are fun , as is jenna elfman as a sun valley bait and tackle salesgirl who brings porter and griffin to a halloween party .",negative
"oscar nominatored cinematographer william fraker gives the film a nice look , but director chelsom shows none of the quirkily and blackly humorous depth he brought to films like "" hear my song "" and "" funny bones . """,negative
the script is this film's weakest link - it's telling that most of the ( few ) laughs come from old-fashioned physical slapstick and the sight of beatty in a bear suit .,negative
"while "" town and country "" isn't exactly painful to sit through , it mostly just lays there .",negative
* * the following review contains spoilers * *,negative
""" please someone stop joel schumacher before he vomits into a film canister again and tries to pass it off as a movie . """,negative
"-- chuck dowling , the jacksonville film journal",negative
i wrote the above sentence in my review for 1997's batman and robin .,negative
"apparently , no one heard my words .",negative
"oh , how i wish you had heard them .",negative
oh how i wish someone had stopped him . . .,negative
because he's done it again .,negative
"the plot of 8mm is similar to the 1977 paul schrader film hardcore , a surprisingly decent and engrossing tale .",negative
"in fact , it was everything that 8mm is not .",negative
"in the opening minutes of 8mm , we see private detective tom welles ( nicolas cage ) working on a case for a prestigious member of the u . s . government .",negative
"keep this fact in mind , cage is trusted with an important case , which he solves .",negative
"he returns home to his wife and new daughter , and even finds time to rake his yard ( keep that in mind too , it's important as well ) .",negative
he's hired by a rich elderly woman to solve a mystery .,negative
after her husband's death she comes across a film in his private safe .,negative
"it appears to be snuff film , a sort of urban legend of the pornography industry in which someone is actually brutally murdered for the camera .",negative
"the woman wants welles to locate the young girl in the film , hopefully to disprove that it is in fact a snuff film .",negative
so he sets off on a journey into the sordid underworld of sleaze to discover the truth about the film .,negative
the main problem with 8mm is that the whole film is completely pointless .,negative
"welles is actually selected for the case by the old woman's lawyer ( anthony heald , an actor who always plays the same type of character , that being a bad guy ) .",negative
"when you first see him , your first instinct is that he's behind the whole thing .",negative
the choice of casting does the film in .,negative
"then , as welles begins his investigation , at times we will see a shadowy figure following him .",negative
the only person it could positivesibly be is the lawyer ( or someone sent by the lawyer ) because no one knows welles is even investigating anything yet .,negative
so your first instinct has now been confirmed .,negative
"then , when it is in fact revealed that the lawyer is a part of the whole thing , he tells welles that he was chosen for the case because he was young and inexperienced ( in one of those ridiculous "" since we're going to kill you anyway , why not tell you the whole thing "" moments ) .",negative
but earlier when we see welles being hired for the case he's told that he was hired because he comes highly recommended .,negative
huh ?,negative
"also , when the lawyer reveals himself to be a part of the whole thing , his main goal is to get the film back .",negative
so why did he give it up in the first place ? !,negative
"the lawyer had the film the whole time , then gave it away to the private detective thinking that he would just give up on the case and return the film ? !",negative
it's totally absurd . . .,negative
and this is the screenwriter of seven ?,negative
"late in the film there's a confrontation between all the main characters , and after a struggle one of the character's guns ends up underneath a car .",negative
"cage , who has been handcuffed to a bed , is rapidly trying to get to his gun , which is on a table .",negative
"james gandolfini's character goes for the gun under the car in what is suppositiveed to be a scene of "" suspense "" .",negative
"you see , the gun is just slightly out of reach from the side of the car he's trying to reach it from , and so instead of going around the car to the other side ( where he can easily reach it ) he just keeps stretching .",negative
go around to the other side of the car ! !,negative
this goes on for minutes .,negative
"then , after cage gets his gun , gandolfini then decides it would be best to go around to the other side of the car .",negative
"boy , schumacher is really really getting on my nerves .",negative
"i think the final straw would be when cage returns home , devastated by everything that he's seen on this case , and then is no longer able to rake his lawn !",negative
we actually see a shot of him pathetically poking at leaves in his yard .,negative
"other things that bugged me about 8mm : one would be the music , if you can call it that .",negative
"whenever the score starts up , it sounds like techno music , and then this awful indian or middle eastern type music will accompany it .",negative
awful decision there joel .,negative
another is cage's performance .,negative
"at this point he's capable of a wide range of performances , either good or bad .",negative
"for 8mm , he delivers a very wooden one , and only shines when he's interacting with joaquin phoenix ( who gives a great performance as a porn shop clerk with a heart of gold who helps cage with his case ) .",negative
you're capable of much better mr . cage .,negative
now as for you mr . schumacher . . .,negative
i'm starting to doubt if you're capable of anything else besides urinating onto the institution of american cinema .,negative
[r],negative
there have been bad films in recent years : 'mr .,negative
"magoo' was by far the worst ever made , the spectacularly bad 'blue in the face' , the horrible 'baby genuises' and now 'i woke up early the day i died' .",negative
it may not however be the worst movie made but it certainly ranks as one bad movie .,negative
the film's acting ( if that's what you want to call it ) is well mediocre to me .,negative
"loaded with a sensational cast you would think that the cast would at least save the film a bit , boy was i wrong .",negative
after escaping from a mental institution 'the thief' played by billy zane goes out in the real world and finds that it is pretty harsh and gritty .,negative
"he turns to burglary to survive , robs a loan back , kills the loan officer and runs with thousands .",negative
a country-wide man hunt is on for him to catch him and bring him down .,negative
"he ends up in a cemetery where he puts his money in a coffin to keep it for later , comes back and realizes that someone took it and put it somewhere .",negative
"now he is determined to kill all the visitors at the funeral earlier that day until he gets his money back , ultimately leading to a finale that is less that satisfying .",negative
"a film which was based on a 'long-lost' script by ed wood , i have only one question : no dialogue , only music and movement where exactly is the point ?",negative
"the film moves along at a rather slow pace , but does have one advantage : the soundtrack which is catchy and vibrant except the first song which can be offensive to some .",negative
"it opens with a fun , innovative opening credits sequence and quickly goes downhill after that .",negative
"some of the low points are when 'the thief' steals a woman's purse , and then she faints , sandra bernhard as a dancer and tippi hendren as a deaf woman whom 'the thief' kills to the music of 'psycho' .",negative
come on people get some new ideas already !,negative
what's even worse is that the film has no plot at all .,negative
"well to a certain extent it does , but who cares by the time the middle of the film arrives we're bored out of our mind and ready for something fun and exciting to happen .",negative
'i woke up early the day i died' is a perfectly bad film .,negative
it shows us how low filmmakers get sometimes just when desperate to make a movie .,negative
"even with the huge cast talent , the film is a waste of my time and certainly a waste of yours .",negative
it would be hard to choose the best american political thriller .,negative
some people would probably pick the manchurian candidate and others ( myself included ) would pick seven days in may .,negative
both those films were tense exercises in chills .,negative
"the two films came out within two years of each other and both were directed by the same man , john frankenheimer .",negative
but that was 1962 and 1964 respectively .,negative
"for most of the rest of his career frankenheimer has turned out some decent films , but has shown little of the promise that those two thrillers showed .",negative
each of those films had memorable characters and a tense plot .,negative
they had almost nothing in the way of chases or gunplay .,negative
the thrills all came from the plot .,negative
ronin is like a film made by another man .,negative
"somewhere behind all the shooting and explosions and car chases there are the rudiments ofa plot , but we see only tiny pieces of it .",negative
we get a clue here and one there as to what is going on but j . d . zeik's screenplay is a bit obscure .,negative
the film begins explaining that a ronin is a masterless samurai .,negative
"when a samurai has failed in the job of protecting his master from death , he becomes a ronin , much like a gunfighter in the american west .",negative
"if you miss the opening , do not worry .",negative
this film will explain again what a ronin is .,negative
sam ( played by robert de niro ) is the modern equivalent of a ronin .,negative
he is a free agent who seems to have really good instincts about how to stay alive the world of a professional killer .,negative
he clearly was in a dangerous business at one time and now he seems to be drifting around on his own somewhere in france .,negative
"sam is recruited from a montmartre bar by dierdre ( natascha mcelhone of the truman show ) , an irish woman , to be part of an action to steal a mysterious metal case .",negative
dierdre is very tight-lipped about what is in the case .,negative
"sam joins a team of four others : vincent ( jean reno of the professional/leon and mission impositivesible ) , spence ( sean bean , tv's richard sharpe , and also patriot games and goldeneye ) , and gregor ( stellan skarsgard of breaking the waves and good will hunting ) .",negative
also along is larry ( skipp suddeth ) .,negative
"the group seems to know their business , particularly sam , but each is in his own way cold and professional with his own field of expertise .",negative
their only human side seems to be in tensions among the members of the team .,negative
the story is not very easy to follow .,negative
it is never clear who is double-crossing whom and who is working for whom .,negative
somehow russians ( who may or may not be the russian mafia ) and irish radicals are involved trying to get their hands on a certain metal case .,negative
some very good actors are involved in this film .,negative
one wonders what they saw in the script .,negative
the characters are mostly one-dimensional professional killers .,negative
"they know their work , and seeing their thought patterns adds some interest to the film , but for this group deep feeling between two people is teaming up with another killer so that neither is killed .",negative
by the end of the film we never really got to know anybody .,negative
"maybe that is the secret of why such good actors took parts , since these are not very demanding characters to create .",negative
in addition to the above characters the film also features jonathan pryce and michael lonsdale ( the latter of moonraker and of the superior thriller the day of the jackal ) .,negative
"as a revival of a sort of action film that was popular in the 1960s , i was hoping that there would be something here to grab onto and enjoy .",negative
"unfortunately there are no deep characters , and little to make us care who eventually ends up with the metal case or why they want it .",negative
i rate ronin a 4 on the 0 to 10 scale and a 0 on the -4 to +4 scale .,negative
"non-spoiler : incidentally , the tale of the 47 ronin has been filmed multiple times , usually under the title chushingura or as the 47 ronin .",negative
also one frequently sees in japanese art the image of a man breaking down a door with a huge mallet .,negative
this is the first blow of the 47 ronin .,negative
"the main problem with martin lawrence's pet project , a thin line between love and hate , like any fatal attraction variation where the protagonist is a man , is that his character is an irresponsible jerk , and if that is the case , it doesn't seem to do anything except justify the woman's actions .",negative
that is especially the case in lawrence's darnell wright .,negative
he is one of those macho guys with women lined up a mile long .,negative
now don't think i condone this just because i'm male .,negative
"my philosophy is , if you are one of the few heterosexual males lucky enough to get your hands on a beautiful , kind girl , you should treat her like a princess and respect her .",negative
darnell doesn't think like this .,negative
he sleeps with these girls once and dumps them .,negative
"and by the period in the film he discovered that his newest target , beautiful , wealthy brandi web ( played nicely by whitfield ) who runs a successful real estate business , is out to kill him for dumping her for his childdhood friend mia ( king ) , i found myself thinking , "" i'm suppositiveed to feel sorry for this guy ? """,negative
"after all , it is largely darnell's fault .",negative
"if he is lining up all these women , you'd think he'd have enough common sense to think it would backfire on him one day , as his mother says it does .",negative
"but he doesn't , so you get the sense that he's not only irresponsible , but also pretty dumb .",negative
you especially get this sense that he's dumb after brandi tells him she killed her husband for allegedly abusing her .,negative
( i'd put my pants on in two seconds after that ! ),negative
"now , brandi is a psycho bitch , but it's hard not to agree with what she says to darnell during the finale about guys like him treating her like garbage .",negative
"one final flaw , though , is letting brandi fall for darnell to begin with .",negative
"brandi is a classy , intelligent woman with an mba from harvard , who initally resists darnell's "" immature play "" as she calls it , as any woman like her would in real life .",negative
but all of a sudden she says yes .,negative
"but when you listen to darnell's four letter word vocabulary watch his actions , you wonder why such an intelligent woman would fall for a guy like darnell period , much less have such an unhealthy obsession for him !",negative
"lawrence can be good when he wants to , but in order to prove it , he needs to let other people write and direct his movies .",negative
look at this movie .,negative
"four writers , as a result it's too long ( two hours , when it could've easily worked at ninety minutes ! ) and it has a lot of subplots and characters that appear and disappear as quickly as they came ( which makes me think the writers didn't get along ) , all of which isn't necessary .",negative
"there are some bright spots , though .",negative
"whitfield , regina king , della reese , and bobby brown all do what they can with lazily written parts , and they help it out a lot .",negative
"and there are some funny parts ( like , for example , the scene where reese attempts to fight whitfeld for harrassing her son and damaging her property ) , but they're just not enough to sustain the film .",negative
capsule : lesbianism examined in the same hushed and reverential tones reserved for a terminal illness .,negative
potentially interesting idea made stagy and boring .,negative
"claire of the moon is such an impositivesibly serious and sober movie that i was waiting for someone to sneeze , just to break the ice .",negative
it's a perfect example of what my wife calls an s . f . e .,negative
"movie , where s . f . e .",negative
means so f * * * ing earnest .,negative
movies like this need wit and brashness to be absorbing .,negative
"claire is one strained speech after another , written delivered with all of the energy and spontenaity of a dmv clerk .",negative
"claire takes two women , claire and noel , both writers , and throws them together in the same cabin at a women-only writer's retreat .",negative
"claire wrights light comedy , while noel is a scholarly authority on porn and sexual behavior .",negative
"obviously , the two of them are going to have plenty to talk about , and for the entire one hundred and twelve insufferable minutes of this movie , that's all they do : talk .",negative
the movie sets up its ( microscopic ) plot with beat-a-dead-horse-into-glue obviousness .,negative
"the evening talks at the camp are chaired by a motherly type named maggie , a self-professed lesbian , and when noel owns up to also being a lesbian , claire looks like she's been hit with a sockful of wet sand .",negative
"the movie then quickly degenerates into lots of scenes where noel glances at claire with significance , and claire looks out over the water reflectively .",negative
( ugh ! ),negative
the most amazing thing about the movie is how people so intelligent can talk so much and yet get so little through their thick heads .,negative
"all of this , of course , leads up to a scene of complete inevitability : claire and noel , in a scene that should have come an hour earlier , because then the movie ends without even the benefit of reflection about what's just happened .",negative
"we never get a hint about how any of this has changed anyone , only how they felt about things that didn't even happen yet .",negative
the problem with claire . . .,negative
"is not lesbianism as such , but the leaden way it's handled .",negative
"why is it that any "" serious "" ( a better word would be adult or at least thoughtful ) examination of sex in a movie almost always winds up producing a movie that's unwatchably boring ?",negative
"the way this movie deals with lesbianism , we might as well be watching an overheated docudrama about aids .",negative
"many other movies have used the same subject in ways that are a thousand times better -- more engaging , more creative , more intellectually and artistically interesting .",negative
what this movie needed was a good swift kick in the pants .,negative
"the great actor james woods once said ( and i'm paraphrasing ) , "" if sex isn't messy , then you're not doing it right "" .",negative
"a truly profound statement , and one that could be made for the entire mad slasher genre ( just replace "" sex "" with "" your mad slasher film "" ) .",negative
"for those uninformed souls , the mad slasher genre ( or sub-genre ) is a melding of horror and exploitation elements put to the service of a plot that follows an identical outline : a usually masked but always crazed killer stalks and kills attractive teens a la halloween .",negative
"urban legend is a mad slasher flick , but one that is so sanitary , bloodless , and nudity free , that with its irony laden dialogue and beautiful ( though not overly talented ) cast , it more closely resembles an overlong wb television special .",negative
"for film makers , gore is one of the two weapons they have at their dispositiveal in a stale , fright-free horror movie , as stephen king once said ( again paraphrasing ) "" if you can't scare your audience , gross em' out , if you can't do that , make em' laugh "" .",negative
"alas , urban legend succeeds only at the latter , though not by intention .",negative
i actually find the fact that this film became a minor success ( $40 million domestic box office gross ) more frightening than anything in it .,negative
it seems that audiences' tastes have been whittled down to such a degree that any movie even claiming to be scary is given the benefit of the doubt .,negative
"the promotion for urban legend sure promised thrills , but how can anyone with a three digit iq argue that it provides them .",negative
"if anyone disagrees i would love for them to explain the box office successes of shit like batman and robin , wild wild west , and godzilla .",negative
"but forget all that , it goes without saying that mad slasher films ( or any other exploitation off-shoot ) will be made without an ounce of craft ( especially considering the sheer volume that are produced ) .",negative
allow me to present you with the real fault of the mad slasher film : the lack of enthusiastic exploitation .,negative
"these flicks aren't harnessed with any lofty aspirations , so why not break free and give your audience a bloody good time ?",negative
"sadly out of the literally hundreds made , i would estimate that maybe three are at all worth while .",negative
and urban legend would certainly not be included amongst those three .,negative
"despite its considerable production value and the absence of any boom mics slipping into frame , it is just as awful as any no budget entry in the slasher sweepstakes .",negative
"as far as the positivesibility of some good natured exploitation urban legend's setting alone offers a myriad of promising positivesibilities : it takes place on a college campus , which is always an appropriate playground for the crazed killer .",negative
"you see , the campus is a community made up almost entirely of young people all in the midst of strange hormonal surges percolating beneath the surface .",negative
"all those young people are growing up together , going through all kinds of inexplicable emotional highs and lows , so naturally some weirdness is expected .",negative
all the better for that elusive crazed killer .,negative
"coupled with the copious amounts of scantily clad coeds running around , and the introduction of a little exploitation into the proceedings should be a relatively easy task .",negative
"this is the kind of movie where the killer drags dead victims from the scene of the crime for no reason other than , i dunno , exercise .",negative
"it's the kind of movie where the villain calmly purses a running-like-the-wind-prey , yet still manages to catch that prey through some really awful editing techniques .",negative
it's the kind of movie where characters run into each other just as a loud clash reverberates on the soundtrack .,negative
i really wish filmmakers would just retire that whole loud-noise-jump-scare thing .,negative
"yes the audience jumps , momentarily frightened , but wouldn't anyone if a loud sonic boom suddenly infiltrated a quiet room .",negative
i lost all hope for the positivesibility of any genuine scares in urban legend about ten minutes in when i caught a glimpse of the killer .,negative
apparently filmmakers are running out of creative ways to disguise their mad slashers .,negative
"in scream it was a ghost mask ( scary enough ) , in i know what you did last summer it was a fisher man's rain slicker ( in the middle of summer no less ) , and in urban legend the disguise sinks to the level of mel brooks parody : the villain wears an oversized parka with a fury hood ( ooh ? ? ? scary ) intended to conceal his/her identity .",negative
for urban legend 2 i humbly suggest a donald duck costume .,negative
"though i must admit , urban legend does have a winning premise for what could have been a somewhat entertaining exploitation film .",negative
"the film's killer slices and dices comely college students to the tune of famous urban legends ( you know , like the babysitter gets threatening phone calls only to find that they're coming from inside the house ) .",negative
"i won't spoil the surprise as to what urban legends are used , after all the film does offer fine 2 : 00 am cable viewing if you happen to be intoxicated enough .",negative
"sad to say , it doesn't include my favorite urban legend : a fairly graphic antidote concerning richard gere and a very unhappy gerbil .",negative
now that would be scary .,negative
"before i leave you , i would like to bring to your attention the third most irritating thing about the film ( the first being the lack of craft , the second the lack of exploitation ) -- its characters , all of whom are just about the most annoying group of people i've ever spent an evening with .",negative
"only jared leto ( looking like a carbon copy of rob lowe from back in the day ) and alicia witt , as the resilient heroine , avoid vexatiousness .",negative
"the most annoying of the bunch is a tie between noxima girl rebecca gayheart and sitcom star michael rosenbaum , as a supremely irritating lout ( so irritating i actually cheered his painful death , and i am not a cruel person ) .",negative
"after all this is a movie that features the kind of faux hipsters i can't stand getting slaughtered , which is at least better than watching an entire film about people i can't stand not getting slaughtered .",negative
the premise of turbulence is i'm sure very familiar to us all .,negative
"we've seen it before in passenger 57 , executive decision , and countless other flicks that are good in there own way .",negative
"you know , terrorists take over a plane , ask the police on the ground for what they what and so on .",negative
"turbulence starts out with a "" convict "" ray liotta being accused of a crime .",negative
"you think there is no way he could have done it , he's so open and kind .",negative
he is taken in and is subsequently transported on a commerical plane to la .,negative
this is already a problem .,negative
there is no way that convicts would be transported on the same commercial flight that normal passangers would be on .,negative
"anyway , it is christmas eve and everyone is waiting to get to la and spend christmas eve there .",negative
"well , convict one manages to stop the flight in its proverbial "" tracks "" and liotta , still as calm as ever , takes the other convict out .",negative
"he also has eyes for lauren holly , a flight attendent , and seems to grow closer to her .",negative
""" the plot stops here """,negative
i didn't like this movie because it seemed to be a rip off of every other airplane movie i've ever seen .,negative
"at one point , mr . liotta looked exactly like jack nicholson in the shining ( i'm serious ! ) .",negative
"it was like they stole for every other movie down to a "" t "" .",negative
the only reason i did not give this 0 stars is because it had some okay stunts .,negative
don't even bother !,negative
"a movie laced with a good blend of action , comedy , and a heavy dose of musical celebrity guest appearances sounds pretty gourmet , but even the best ingredients can be thrown together in the wrong way , creating a dismal and unsatisfactory product .",negative
"eighteen years after the blues brothers hit theaters , blues brothers 2000 is being unleashed , minus half of its original duo ( the late john belushi ) and nearly all of its original charm .",negative
"dan aykroyd reprises his role ( as well as his co-writing credit ) as elwood blues , the sharp dressed con man who wreaked havoc on a self-proclaimed "" mission from god "" along with his brother jake and their blues brothers band nearly eighteen years ago .",negative
"as we begin , elwood is being released from a state penitentiary along with the news of his brother's death in prison years ago .",negative
"completely on his own , elwood decides to trace his roots back to the orphanage where he spent his childhood , only to discover that everyone he has ever known has passed away .",negative
but elwood isn't completely without family .,negative
"it seems he has a half-brother of sorts - not a real brother mind you , just the illegitimate child of his bluesman pseudo-father curtis ( cab calloway from the first film ) , who has also passed on .",negative
"despite inklings from mother superior mary stigmata ( kathleen freeman ) to do otherwise , elwood seeks out his only remaining family in an effort to start up an all new blues brothers band .",negative
"working as a police commander , cabel chamberlain ( joe morton ) , has an immediate disliking for elwood , who nonchalantly fills cab in on his mother's affair years ago and then goes on to steal his wallet .",negative
following elwood around is the lonely orphan buster ( j .,negative
"evan bonifant ) , who quickly learns to become a mini-elwood .",negative
"when bartender mighty mack mcteer ( john goodman ) joins the group , the blues brothers band is complete , and once again , the group travels the country , crashing cars , blowing things up , and obstructing peace with more than just solid blues rock .",negative
"meanwhile , cab's personal vendetta against elwood leads him on an impassioned manhunt for his next-to-next-of-kin .",negative
">from this point , the movie turns into a series of music videos with a few bits of acting in between .",negative
those hoping for an interesting and/or funny yarn are given too many musical interludes while those heavily interested in the music are given too much of a story .,negative
only the extremely avid blues fans should attempt getting thru these two hours .,negative
"for those people , it may be worth it , for luckily there is much more music than shoddy attempts at acting , but when the story does intrude upon the festivities , the film is heavily bogged down with unfunny jokes , musicians turned stiff actors , and the pointless 10-year- old buster attempting to add some sort of home alone cuteness to the whole thing .",negative
"appearances by musical legends such as aretha franklin , james brown , eric clapton , and a whole slew of others are the high points of the film , but they also confirm why these people are musicians and not actors .",negative
"blues brothers 2000 is deserving of one whole star simply because if you really , really love this kind of music , you might kind of , sort of like this movie .",negative
"many , many scenes are nauseatingly unfunny , and if you don't have a passion for very deep blues/rock , you'll be bored out of your skull .",negative
"much of this film seems nothing more than aykroyd's self-serving vanity project , but no matter how much fun aykroyd may be having with this , none of the excitement is passed on to the audience .",negative
and seeing three guys in three-piece suits goofily dancing around with poker faces can only be funny for so long .,negative
"unfortunately , those two seconds are over about fifteen minutes into the film .",negative
"if only austin powers : the spy who shagged me had been just half as original , zany , silly and totally enjoyable as its predecessor , it would have easily been one of this summer's biggest pleasures .",negative
if only .,negative
"take the scene where austin powers ( again played by mike myers , but with only a fraction of the giddy enthusiasm he displayed previously ) confronts a henchmen on the side of a cliff .",negative
"after being pushed off the ravine , the bad guy is of course assumed dead .",negative
"a similar scene played very well in the original international man of mystery , but here i was insulted by it .",negative
did the filmmakers really believe the audience would laugh at a rip-off ?,negative
"apparently i overestimated the intelligence of the average movie-goer , considering that the film has pulled in over $200 million in domestic theatrical grosses alone .",negative
do i hear the sound of a franchise heading our way ?,negative
"having said that , though , i still cannot deny the film its merits .",negative
whilst he is cryogenically frozen .,negative
"when austin gets wind of this ( after a great intro explaining the absence of elizabeth hurley's vanessa kensington ) , he too travels back in time to re-claim his sexual drive , accompanied by the hot-to-trot felicity shagwell , played by heather graham .",negative
"this sounds stupid , i know , but in the movie it starts to make some kind of weird , off-the-wall sense , and it worked for me .",negative
"then there's mini-me ( verne troyer ) , a . . .",negative
"petite clone of myer's dr . evil , exactly 1/8 in size .",negative
"troyer's persona alone gains the film an extra half-star , contributing to one particularly hilarious scene where he attempts to nibble on his own mini-mr .",negative
bigglesworth .,negative
"just try to ignore the fact that , at 2'8'' , he would make dr . evil's height rise to just over 21 feet .",negative
no matter .,negative
"however , there are only about four hearty laughs throughout the entire hour and a half ( the most notable being the now infamous tent scene ) , and that just isn't enough to warrant even a minor recommendation .",negative
"if there is in fact an "" austin powers 3 "" , they should just kill off secret agent powers and put the emphasis on dr . evil and mini-me .",negative
"unconventional , yes , but there's no denying that it'd make for a better movie .",negative
in the series of the erotic thrillers that flooded the videoshelves in the early 1990s came this french-canadian co-production by max fischer .,negative
"the movie is set in paris where its hero , struggling american author david mirkine ( judd nelson , at the time specialised in playing losers and people at the edge of sanity ) suffers a terrible writers bloc .",negative
he manages to overcome crisis after beginning romantic relationship with beautiful model anabelle ( laurence treill ) .,negative
"unfortunately , she hangs out in jet set circles , which gradually makes mirkine pathologically jealous .",negative
her connection with powerful david caravan ( pierce brosnan ) would make mirkine step the line between reason and sanity and put in motion whole series of violent and tragic events .,negative
"although few pseudoerotic scenes and some elements of the plot do indeed make this film an erotic thriller , drama would probably be more appropriate genre label .",negative
"pacing of the film is simply too slow to thrill the viewers , and those patient enough to sit through its entirety have to wait a long time between any interesting or significant developments .",negative
"low budget also becomes painfully visible , and physical attributes of laurence treill are the only thing worth watching in this film .",negative
"unfortunately , this film has too little of those suppositiveedly erotic scenes , so those who wanted to watch erotic thriller have all the reasons to feel disappointed .",negative
"instead , they would have to settle with pointless , slow scenes involving nelson , brosnan and laurence treill's attempts of serious acting .",negative
all of those definitely not worth spending hour and half of someone's precious time .,negative
"here i sit at my computer about to write my review of the recent action comedy "" bait "" starring jamie foxx and david morse .",negative
this is a review i don't even want to write because i'd just be laying the same criticisms on it that i would with any other so-generic-and-predictable-it's-beyond-ridiculous piece of hollywood fluff .,negative
"if they're not going to give us , the audience , just a little credit and put something together with half a brain , why should i waste my time and mental energy criticising it ?",negative
"last summer i took this same approach with my review of "" the mummy , "" in that review i just quoted phrases my reviews of other sub-par movies .",negative
i think i shall do the same thing here but with a few less quotes ( not all are applicable ) .,negative
"i hope this goes to show you what i think of "" bait "" and why you can find out all you need to know about it without having to take a wild guess .",negative
"it's genuinely unfunny ( i , and the other audience members only laughed once during the entire two hours ) , unoriginal and unthrilling .",negative
"it's not so bad to the point where it's fun to watch because of its badness and it's no so bad you absolute loathe it and are pained by watching it , it's just such a cliche in and of itself , that , uhh . . .",negative
lost my train of thought .,negative
"anyways , here's those quotes , enjoy !",negative
""" getting an audience's attention right from the beginning plays a major role in how today's films work .",negative
"we want to have something exciting to watch , not a slow build-up of a story ( god forbid ! ) , and this film plays right into the mainstream's hands . . . """,negative
"- review of "" armageddon . """,negative
""" it's clear the film doesn't want to waste time on reality and thus the attempt to establish plausability ( the most minimal amount necessary ) comes across as a half-assed effort .",negative
"supporting characters and shady sup-plots are introduced , but as is the case with films made up of a large cast of characters , only a handful have any real significance . . .",negative
"there's a fine line separating homage from plagiarism . . . , "" - review of "" godzilla "" ( 1998 )",negative
""" unfortunately , as is the case with most modern thrillers , once the film showed potential for authenticity and intelligence , the cliches and action sequences take over , "" - review of "" the jackal . """,negative
chad'z movie page is back after heavy renovation .,negative
reviews of nearly all mainstream movies playing today !,negative
get my reviews of everything playing at your local cineplex so you can better make an informed decision on what to see .,negative
don't forget to vote on my poll and sign the guestbook !,negative
"tv's buffy finds herself on the other side of the supernatural spectrum in "" simply irresistible . """,negative
"sarah michelle gellar , that never-ceasing crusader against never-ending evil every tuesday night on the wb network , here plays a down-on-her-luck chef suspected of dabbling in witchcraft after her flailing restaurant receives help in the form of magically scrumptious meals .",negative
"taste test results : some vampire slaying , though out of place , would have really livened this excruciating movie up .",negative
""" simply irresistible "" is actually quite easy to deny , a disaster of culinary and other proportions pretty much from the opening on .",negative
